input,lon,lat,status,distance_to_nature_m,date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,Efficiency_Era,full_address,city_median_sqm_price,Price_Deviation_%,Nature_Proximity
"Ulstrup Vænge 21, 4400 Kalundborg",10.96836777,55.73380561,success,46186.578977458914,2023-05-28,2023Q2,99831,Villa,regular_sale,1970,750000,0.0,3,112.0,6696.4287,Ulstrup Vænge 21,4400,Kalundborg,Other islands,Zealand,2.6,3.31,4.79,E (Minimal),"Ulstrup Vænge 21, 4400 Kalundborg",9974.5908203125,-32.86512868978315,Distant (>10km)
"Skovbrynet 37, 4400 Kalundborg",11.0831712,55.68913128,success,46549.188306664415,2023-08-04,2023Q3,80712,Villa,regular_sale,1968,1645000,0.0,5,135.0,12185.186,Skovbrynet 37,4400,Kalundborg,Other islands,Zealand,3.1,3.31,4.79,E (Minimal),"Skovbrynet 37, 4400 Kalundborg",9974.5908203125,22.162259749650993,Distant (>10km)
"Vejlebrovej 97, 2. 61, 2635 Ishøj",12.36651897,55.6189293,success,9764.30503213347,2022-01-03,2022Q1,215368,Apartment,regular_sale,1975,1450000,-3.0,2,51.0,28431.373,"Vejlebrovej 97, 2. 61",2635,Ishøj,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,E (Minimal),"Vejlebrovej 97, 2. 61, 2635 Ishøj",18181.818359375,56.37255023073682,Nearby (5-10km)
"Skovstjernevej 63, 7620 Lemvig",8.2789762,56.57712318,success,7446.212173277387,2023-03-31,2023Q1,113102,Summerhouse,family_sale,1973,1105000,0.0,4,97.0,11391.753,Skovstjernevej 63,7620,Lemvig,South jutland,Jutland,1.75,3.31,4.79,E (Minimal),"Skovstjernevej 63, 7620 Lemvig",7087.912109375,60.720854800385005,Nearby (5-10km)
"Enghaven 28, 8370 Hadsten",10.05023526,56.34779576,success,48114.1286415321,2023-04-24,2023Q2,108102,Villa,regular_sale,1984,1825000,-9.0,7,179.0,10195.53,Enghaven 28,8370,Hadsten,East & mid jutland,Jutland,2.6,3.31,4.79,D (Standard),"Enghaven 28, 8370 Hadsten",10308.9599609375,-1.1003019502433364,Distant (>10km)
"Herslev Kirkevej 55, 7000 Fredericia",9.58662097,55.58376669,success,36942.2062254678,2023-09-13,2023Q3,74787,Villa,regular_sale,1850,1700000,-3.0,10,299.0,5685.6187,Herslev Kirkevej 55,7000,Fredericia,South jutland,Jutland,3.1,3.31,4.79,G/F (Pre-Insulation),"Herslev Kirkevej 55, 7000 Fredericia",11223.40234375,-49.341398640048645,Distant (>10km)
"Jegstrupvej 114, 8361 Hasselager",10.10881981,56.09335618,success,72497.04635675874,2022-12-01,2022Q4,136483,Villa,regular_sale,1999,3575000,-2.0,4,140.0,25535.715,Jegstrupvej 114,8361,Hasselager,East & mid jutland,Jutland,0.65,7.7,3.73,C (Modern),"Jegstrupvej 114, 8361 Hasselager",16306.4697265625,56.59867078496751,Distant (>10km)
"Søvang Alle 25, 1. tv, 2770 Kastrup",12.64607344,55.63848256,success,13778.537365901691,2024-08-28,2024Q3,88737,Apartment,regular_sale,1918,2470000,0.0,2,59.0,41864.406,"Søvang Alle 25, 1. tv",2770,Kastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Søvang Alle 25, 1. tv, 2770 Kastrup",22966.666015625,82.28334152426925,Distant (>10km)
"Møllevangen 28, 6800 Varde",8.46606213,55.63250519,success,26415.145776983496,2023-09-18,2023Q3,73846,Villa,regular_sale,1989,2100000,-9.0,6,127.0,16535.434,Møllevangen 28,6800,Varde,South jutland,Jutland,3.1,3.31,4.79,D (Standard),"Møllevangen 28, 6800 Varde",8878.7578125,86.23588955732652,Distant (>10km)
"Snerlevej 3, st. th, 9000 Aalborg",9.90637793,57.0339307,success,6144.8039132751,2023-09-11,2023Q3,75711,Apartment,regular_sale,1958,1398000,0.0,4,88.0,15886.363,"Snerlevej 3, st. th",9000,Aalborg,North jutland,Jutland,3.1,3.31,4.79,G/F (Pre-Insulation),"Snerlevej 3, st. th, 9000 Aalborg",19246.03125,-17.45641958650566,Nearby (5-10km)
"Hejrevænget 10, 6893 Hemmet",8.27363767,55.83433064,success,2429.7193323960764,2024-04-28,2024Q2,16732,Summerhouse,regular_sale,1972,855000,-4.0,5,82.0,10426.829,Hejrevænget 10,6893,Hemmet,South jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Hejrevænget 10, 6893 Hemmet",10070.4228515625,3.5391388748358366,Close (1-5km)
"Krogen 7, 8560 Kolind",10.67279021,56.33639971,success,76237.18812890348,2024-09-02,2024Q3,87893,Villa,regular_sale,1900,370000,-7.0,5,102.0,3627.451,Krogen 7,8560,Kolind,East & mid jutland,Jutland,3.35,1.13,4.34,G/F (Pre-Insulation),"Krogen 7, 8560 Kolind",7278.74755859375,-50.16380361410423,Distant (>10km)
"Brunsegyden 16, 5690 Tommerup",10.23126891,55.34295697,success,13101.458017155946,2023-02-28,2023Q1,120442,Farm,regular_sale,1865,3600000,-5.0,7,316.0,11392.405,Brunsegyden 16,5690,Tommerup,Fyn & islands,Fyn & islands,1.75,3.31,4.79,G/F (Pre-Insulation),"Brunsegyden 16, 5690 Tommerup",7975.20654296875,42.84777719620922,Distant (>10km)
"Sankelmarksvej 10, 8600 Silkeborg",9.52175518,56.17419864,success,43237.26761545384,2024-03-05,2024Q1,29928,Villa,regular_sale,1985,3700000,-7.0,4,144.0,25694.445,Sankelmarksvej 10,8600,Silkeborg,East & mid jutland,Jutland,3.6,1.13,4.34,D (Standard),"Sankelmarksvej 10, 8600 Silkeborg",14794.48193359375,73.67587069173244,Distant (>10km)
"Hessensgade 25, 3. th, 2300 København S",12.61612017,55.66480242,success,10296.0977687071,2024-08-08,2024Q3,359129,Apartment,regular_sale,1965,2750000,-2.0,2,56.0,49107.145,"Hessensgade 25, 3. th",2300,København S,"Capital, Copenhagen",Zealand,3.35,1.13,4.34,E (Minimal),"Hessensgade 25, 3. th, 2300 København S",35377.359375,38.80952507142854,Distant (>10km)
"Aastrup Alle 101, 6100 Haderslev",9.56070209,55.27500863,success,29205.637400377676,2023-05-30,2023Q2,99335,Farm,regular_sale,1850,1310000,1.0,5,158.0,8291.14,Aastrup Alle 101,6100,Haderslev,South jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Aastrup Alle 101, 6100 Haderslev",9858.14892578125,-15.89557318662201,Distant (>10km)
"Solsortevej 44, 7760 Hurup Thy",8.39629465,56.67329624,success,12366.709281080995,2023-08-09,2023Q3,79636,Summerhouse,family_sale,1973,510000,0.0,4,59.0,8644.067,Solsortevej 44,7760,Hurup Thy,South jutland,Jutland,3.1,3.31,4.79,E (Minimal),"Solsortevej 44, 7760 Hurup Thy",6200.0,39.42044165826613,Distant (>10km)
"Frimestervej 3, st. th, 2400 København NV",12.53660006,55.7065876,success,4259.570758367622,2023-09-18,2023Q3,73935,Apartment,regular_sale,1935,2350000,-2.0,2,68.0,34558.824,"Frimestervej 3, st. th",2400,København NV,"Capital, Copenhagen",Zealand,3.1,3.31,4.79,G/F (Pre-Insulation),"Frimestervej 3, st. th, 2400 København NV",31250.0,10.5882375,Close (1-5km)
"Nordostvej 11, 9300 Sæby",10.49561574,57.21428596,success,34881.64367625297,2023-04-09,2023Q2,111672,Villa,regular_sale,1966,1310000,-6.0,4,146.0,8972.603,Nordostvej 11,9300,Sæby,North jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Nordostvej 11, 9300 Sæby",8620.689453125,4.082191892551372,Distant (>10km)
"Revlingbjerg 3, 6400 Sønderborg",9.80015058,54.92038719,success,25180.477306488174,2024-09-29,2024Q3,1441,Villa,regular_sale,1962,1395000,-7.0,4,100.0,13950.0,Revlingbjerg 3,6400,Sønderborg,South jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Revlingbjerg 3, 6400 Sønderborg",10489.32080078125,32.99240498928202,Distant (>10km)
"Toksværd Bygade 57, 4684 Holmegaard",11.88376896,55.24907994,success,44691.298189436064,2023-06-03,2023Q2,98309,Villa,regular_sale,1926,735000,-8.0,3,91.0,8076.923,Toksværd Bygade 57,4684,Holmegaard,Other islands,Zealand,2.6,3.31,4.79,G/F (Pre-Insulation),"Toksværd Bygade 57, 4684 Holmegaard",10121.6220703125,-20.201299797067716,Distant (>10km)
"Genvej 6, 6950 Ringkøbing",8.11596951,56.08516511,success,28326.925958213214,2023-06-27,2023Q2,91821,Summerhouse,regular_sale,1973,1345000,-7.0,4,68.0,19779.412,Genvej 6,6950,Ringkøbing,South jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Genvej 6, 6950 Ringkøbing",12108.146484375,63.35623404374412,Distant (>10km)
"Puglundvej 23, 6800 Varde",8.75327357,55.63693949,success,37041.08659348521,2024-02-02,2024Q1,37023,Farm,regular_sale,1938,290000,0.0,3,55.0,5272.727,Puglundvej 23,6800,Varde,South jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Puglundvej 23, 6800 Varde",8878.7578125,-40.614135872047136,Distant (>10km)
"Mejerivej 34A, 4700 Næstved",11.77627779,55.25159968,success,47561.54481604812,2024-08-27,2024Q3,88905,Villa,regular_sale,1973,2250000,0.0,7,191.0,11780.1045,Mejerivej 34A,4700,Næstved,Other islands,Zealand,3.35,1.13,4.34,E (Minimal),"Mejerivej 34A, 4700 Næstved",11089.69873046875,6.225649393178486,Distant (>10km)
"Nis Petersens Vej 21, 7500 Holstebro",8.63076815,56.34918593,success,9856.564784802616,2024-04-04,2024Q2,22567,Villa,regular_sale,1953,1525000,-4.0,5,100.0,15250.0,Nis Petersens Vej 21,7500,Holstebro,South jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Nis Petersens Vej 21, 7500 Holstebro",10259.25341796875,48.64629402067522,Nearby (5-10km)
"Tranegårdsvej 9B, 2900 Hellerup",12.57095931,55.73989541,success,2373.553587663121,2023-11-09,2023Q4,59641,Townhouse,regular_sale,1961,17500000,-5.0,6,255.0,68627.45,Tranegårdsvej 9B,2900,Hellerup,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,E (Minimal),"Tranegårdsvej 9B, 2900 Hellerup",36235.20703125,89.39440049511585,Close (1-5km)
"Sverrigsvej 3, 4550 Asnæs",11.4988846,55.84405524,success,46040.12927809661,2024-05-26,2024Q2,9752,Summerhouse,family_sale,2005,977500,0.0,3,72.0,13576.389,Sverrigsvej 3,4550,Asnæs,Other islands,Zealand,3.6,1.13,4.34,C (Modern),"Sverrigsvej 3, 4550 Asnæs",10447.0947265625,29.953724238338165,Distant (>10km)
"Præstevænget 10, 6500 Vojens",9.30633876,55.24598626,success,15609.55987407319,2022-12-15,2022Q4,133950,Townhouse,regular_sale,1964,450000,-9.0,5,94.0,4787.234,Præstevænget 10,6500,Vojens,South jutland,Jutland,0.65,7.7,3.73,E (Minimal),"Præstevænget 10, 6500 Vojens",5914.28173828125,-19.056377451001033,Distant (>10km)
"Søndergade 43, 6520 Toftlund",9.06579297,55.18779177,success,16231.40822295443,2022-03-28,2022Q1,192283,Villa,regular_sale,1900,562500,-5.0,3,100.0,5625.0,Søndergade 43,6520,Toftlund,South jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Søndergade 43, 6520 Toftlund",6302.52099609375,-10.749999825683593,Distant (>10km)
"Glatved Strandvej 39, 8444 Balle",10.86743046,56.31059545,success,86851.44942262268,2022-08-10,2022Q3,160083,Summerhouse,regular_sale,1922,1650000,-3.0,4,80.0,20625.0,Glatved Strandvej 39,8444,Balle,East & mid jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Glatved Strandvej 39, 8444 Balle",5599.65283203125,268.32640555893835,Distant (>10km)
"Skovløkken 14, 5580 Nørre Aaby",9.83717488,55.40612909,success,17959.487980657992,2022-04-04,2022Q2,190251,Farm,regular_sale,1927,1995000,0.0,4,113.0,17654.867,Skovløkken 14,5580,Nørre Aaby,Fyn & islands,Fyn & islands,0.0,7.7,3.73,G/F (Pre-Insulation),"Skovløkken 14, 5580 Nørre Aaby",8310.18505859375,112.4485443226406,Distant (>10km)
"Drost Hessels Vej 6, 8800 Viborg",9.41935383,56.46106109,success,24564.70564967556,2023-10-05,2023Q4,69084,Villa,regular_sale,1920,2800000,-12.0,6,196.0,14285.714,Drost Hessels Vej 6,8800,Viborg,East & mid jutland,Jutland,3.6,3.31,4.79,G/F (Pre-Insulation),"Drost Hessels Vej 6, 8800 Viborg",11069.1826171875,29.058435127861937,Distant (>10km)
"Obstrupengen 16, 8320 Mårslet",10.14455679,56.08351447,success,71417.37964983992,2024-06-25,2024Q2,1507661,Villa,regular_sale,2016,6250000,-4.0,5,210.0,29761.904,Obstrupengen 16,8320,Mårslet,East & mid jutland,Jutland,3.6,1.13,4.34,B/A (High Efficiency),"Obstrupengen 16, 8320 Mårslet",17919.84765625,66.08346715768414,Distant (>10km)
"Balevej 9, 8544 Mørke",10.39488072,56.32475692,success,65618.56499203281,2024-08-01,2024Q3,707543,Villa,regular_sale,1877,1740000,-8.0,6,163.0,10674.847,Balevej 9,8544,Mørke,East & mid jutland,Jutland,3.35,1.13,4.34,G/F (Pre-Insulation),"Balevej 9, 8544 Mørke",8122.646240234375,31.42080011820732,Distant (>10km)
"Store Torvegade 131. 4, 3700 Rønne",14.70325879,55.11043272,success,154057.10263111157,2022-09-14,2022Q3,152493,Apartment,regular_sale,1941,1725000,0.0,3,78.0,22115.385,Store Torvegade 131. 4,3700,Rønne,Bornholm,Bornholm,0.0,7.7,3.73,G/F (Pre-Insulation),"Store Torvegade 131. 4, 3700 Rønne",8424.00927734375,162.52802006170631,
"H.C. Lumbyes Vej 83, 5270 Odense N",10.37484615,55.4624728,success,16344.159742886226,2024-09-03,2024Q3,87644,Villa,regular_sale,1963,1350000,-10.0,6,147.0,9183.674,H.C. Lumbyes Vej 83,5270,Odense N,Fyn & islands,Fyn & islands,3.35,1.13,4.34,E (Minimal),"H.C. Lumbyes Vej 83, 5270 Odense N",11016.94921875,-16.64049959951623,Distant (>10km)
"Rise Bygade 20, 6230 Rødekro",9.33417372,55.05842055,success,12552.70743268463,2024-02-07,2024Q1,36136,Villa,regular_sale,1960,615000,0.0,3,96.0,6406.25,Rise Bygade 20,6230,Rødekro,South jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Rise Bygade 20, 6230 Rødekro",6861.605224609375,-6.636278388273174,Distant (>10km)
"Jernbanegade 12, 2, 6933 Kibæk",8.85272004,56.03281787,success,33859.08214218972,2023-10-17,2023Q4,65888,Apartment,regular_sale,1882,850000,0.0,2,53.0,16037.736,"Jernbanegade 12, 2",6933,Kibæk,South jutland,Jutland,3.6,3.31,4.79,G/F (Pre-Insulation),"Jernbanegade 12, 2, 6933 Kibæk",6666.66650390625,140.5660507950696,Distant (>10km)
"Biltris Gade 23, 4070 Kirke Hyllinge",11.93183003,55.72409268,success,15801.15296702194,2023-03-27,2023Q1,114246,Villa,regular_sale,1914,2430000,-3.0,3,135.0,18000.0,Biltris Gade 23,4070,Kirke Hyllinge,Other islands,Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Biltris Gade 23, 4070 Kirke Hyllinge",11818.181640625,52.30769459596897,Distant (>10km)
"Isfuglen 9, 8940 Randers SV",10.01679456,56.44763817,success,38810.86053276228,2024-09-10,2024Q3,42334,Townhouse,regular_sale,2021,2795000,-3.0,4,124.0,22540.322,Isfuglen 9,8940,Randers SV,East & mid jutland,Jutland,3.35,1.13,4.34,B/A (High Efficiency),"Isfuglen 9, 8940 Randers SV",9285.7138671875,142.74194303223902,Distant (>10km)
